,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelWalking,labelSitting,labelBiking,labelStanding,labelRunning,mag_phone_x,mag_phone_y,mag_phone_z
2020-06-02 13:11:00,-6.4005073402009955,-3.4599323967194024,1.8586664255797678,0.017866515468325034,0.03815774129021559,-0.14822540350281924,1,0,0,0,0,14.682659631892536,17.668059267793037,-12.998877084640794
2020-06-02 13:11:30,-3.069139979120398,0.8235203661611938,5.557439364749917,-0.04444553287794361,-0.06776458834063019,-0.018238494065671636,1,0,0,0,0,5.320264825322389,3.405427981447098,-7.659570494701824
2020-06-02 13:12:00,-7.024162134848092,-0.9028481395164181,-0.1815542470344941,-0.11558231519800996,-0.10517957901857378,0.097714252839801,1,0,0,0,0,21.503277560227197,12.46122883408292,-4.879181313106136
2020-06-02 13:12:30,-9.22849228625937,-5.328580155540299,-1.504760535866335,-0.01987314022189055,0.007224184877611943,-0.017090635328689867,1,0,0,0,0,28.607762794403648,21.314881775454396,-14.857959085506801
2020-06-02 13:13:00,-7.666843532707463,0.7133148134371473,-1.3019495968046435,0.07203826138839138,0.017550668206965176,0.1184753416315091,1,0,0,0,0,29.61141835884146,-9.295309012944942,-3.848100101116086
2020-06-02 13:13:30,-6.205126621535986,5.366078247532006,0.5346824504885572,0.00905603287031509,-0.04088859151177446,-0.04237927589320067,1,0,0,0,0,25.437766242517416,-25.39861659470813,1.4447255705907127
2020-06-02 13:14:00,-0.3067761850271972,5.598765764376119,5.907584418468989,0.010453381184742948,0.031114014729684916,0.047419327317081254,1,0,0,0,0,-8.102715869748591,-13.941939955824873,-30.934939701714427
2020-06-02 13:14:30,-0.05985319634494195,2.120228127105473,9.436027580145936,-0.010479085547927031,-0.0033505732941956877,-0.004608846104809285,1,0,0,0,0,-18.456583871469984,-0.950847528293864,-50.69864102141294
2020-06-02 13:15:00,-0.6563687557708127,1.8918438010281924,9.486431570462686,0.004427260945605306,0.0004876404500829193,0.0024295310510779435,1,0,0,0,0,-14.241316592666667,2.514839898610945,-52.69625321077944
2020-06-02 13:15:30,-0.19895006233134327,1.087661182009287,9.657627060166831,0.0008369792046434504,0.00013023544875621917,0.006453772616252073,1,0,0,0,0,-15.568337794461026,7.63723925944942,-52.52859996080929
2020-06-02 13:16:00,-0.3174612786965174,0.7546434472311775,9.692472161583748,0.00015686509618573807,0.00015207466102819275,0.00025653519303482484,1,0,0,0,0,-14.055156567395688,10.988921433321062,-52.81573821361526
2020-06-02 13:16:30,-0.1597042253704441,0.6825658852104043,8.437845755347912,-0.020998519662578718,0.04489503264136559,-0.14494614530891614,1,0,0,0,0,-15.29761578116871,9.924997936007623,-41.83821204577627
2020-06-02 13:17:00,0.09233917373864015,-9.741248392626865,1.3297488526533994,0.0018731417910447753,-0.057969153388723035,0.0004621092998341645,1,0,0,0,0,-6.971332966340299,33.1487156047728,-14.798329003191377
2020-06-02 13:17:30,-0.5458393741004641,-9.74552351919927,1.2721770406618036,-0.006286071379436148,-0.03544715317943616,0.0034298786039801,1,0,0,0,0,1.5219376241575457,37.64906162747927,3.56231243078209
2020-06-02 13:18:00,-0.5812633462238805,-9.748773242069984,1.082592270141957,0.0021325872354111394,0.0056093849476127385,-0.0058626922662466845,1,0,0,0,0,18.35983703788495,35.237003445255304,1.3076098313199593
2020-06-02 13:18:30,-0.8573868658852785,-9.70016555372215,1.3264713631409153,0.004067187850414594,0.03281585557611941,-0.005908153877280265,1,0,0,0,0,11.521808180630183,37.19184930651078,3.3271074234878943
2020-06-02 13:19:00,-1.269786976826534,-9.663206403106468,1.255747465681592,-0.006930045891873963,-0.10095554132338307,0.007490729038474294,1,0,0,0,0,-3.439561100909121,40.78167428032836,-3.082149038751244
2020-06-02 13:19:30,-1.0683313279472813,-5.613176940600132,2.690810448797082,0.038659476957545603,-0.02486961870182422,0.04092874080331675,1,0,0,0,0,8.319229178016915,21.654125055416916,-16.50595095807131
2020-06-02 13:20:00,-2.3396647912922055,2.6366334606567166,7.985921648167826,-0.0464567270583748,-0.007225479998009943,0.0012693692932006528,1,0,0,0,0,7.37528352739237,-15.444644510492537,-35.53035676106799
2020-06-02 13:20:30,-1.4464390299771142,-5.351299725872638,3.204031808438806,-0.1293532392225539,-0.05048035520331674,-0.025449351821227203,1,1,0,0,0,9.357108041688557,21.620059067422886,-18.042443665439137
2020-06-02 13:21:00,-0.660035260608292,-9.804615872965838,0.49932632223681594,-0.0016961772632625995,0.0004596897848143236,-0.00024648173176392577,0,1,0,0,0,11.952150308269228,43.29801744615716,-7.631714514784484
2020-06-02 13:21:30,-0.6567138093913765,-9.803893295971807,0.4990900970461028,-0.0019304252955223882,0.0004322906351575456,-0.0013332365061359869,1,1,0,0,0,11.97746966824544,43.28114791041128,-7.417499082966832
2020-06-02 13:22:00,-0.6706483646799337,-9.800026411826535,0.5286542896354892,-0.0018082601522388057,0.00027616724378109455,0.0003461867150912106,1,0,0,0,0,12.03713126178773,43.27684505830845,-7.565233879028855
2020-06-02 13:22:30,-1.379187899029841,-9.6360090474937,1.3532181964074932,0.014788274247679043,-0.012120382943633963,-0.02134896299071618,1,0,0,0,0,15.075906205979111,41.330029024668434,-9.070825521093834
2020-06-02 13:23:00,-1.685684302946932,-9.589631988960862,1.5139583243737977,0.01784498299038143,-0.04625145529121063,-0.02146858398308458,1,0,0,0,0,12.071069809713762,35.482426298212275,-14.584546525986402
2020-06-02 13:23:30,-1.6244183739671751,-9.654165207323608,0.9141511018836207,-0.0032287521478779843,-0.03215739981962865,-0.011196986110742704,1,0,0,0,0,-9.865238868321947,40.3158084859549,-6.514816334737399
2020-06-02 13:24:00,-1.6929228324328358,-9.653975300841791,0.7057183218769487,-0.002812735329684908,-0.02194895868524047,-0.005006105154892204,1,0,0,0,0,-7.82177920083549,37.78665750995025,-4.3796945346713105
2020-06-02 13:24:30,-1.8541635607009286,-9.581621318382957,1.187606040244695,0.017669745883582083,0.07774997759734659,-0.01383182795787728,1,0,0,0,0,13.865274887735985,40.21523179896186,-10.067001712218904
2020-06-02 13:25:00,-1.697475107226534,-9.607609579521062,1.1630574791804313,0.0031108921608090155,-0.015350482638262601,-0.022152766028514587,1,0,0,0,0,12.820607478125993,40.34169933207891,-26.29117276627454
2020-06-02 13:25:30,-1.870794047047082,-9.572244630329577,1.2769941289157825,0.013413374830182418,-0.008094072726699816,-0.023626896667661688,1,0,0,0,0,-5.102754060842455,48.76066142473631,-3.18174701638441
2020-06-02 13:26:00,-1.9780400276832506,-9.579998142046767,0.9371832070673299,-0.00843541211306366,-0.023499988304376655,-0.003997666773541116,1,0,0,0,0,10.526154116734084,44.35597972461207,-21.41498469554045
2020-06-02 13:26:30,-1.8796627138199005,-9.596067015235489,0.745750249185738,-0.004975580745936986,0.007556025605970148,-0.006604472324709784,1,0,0,0,0,-1.8921156131986734,49.19581408147927,-17.264782795918077
2020-06-02 13:27:00,-1.879758297044098,-9.59898456481996,0.8483673759744694,-0.0014342020082891256,0.009626918373010605,-0.002935948505305039,1,0,0,0,0,-3.2126331367354113,48.207649165175724,-17.475346431157494
2020-06-02 13:27:30,-1.5927170323648423,-9.671347930440797,0.6311930492189054,-0.0019579207475953547,-0.016507482406633498,0.00695700463416252,1,0,0,0,0,-7.004041726786734,43.833690738192374,-17.857014093333333
2020-06-02 13:28:00,-2.054582066775199,-9.511993977269562,1.219384568530504,-0.0009191141329575569,0.0012248357314323607,-0.0025163561780503978,1,0,0,0,0,-8.025634990150861,42.09344776872016,-18.11795965744098
2020-06-02 13:28:30,-1.9318354141412937,-9.589785103405307,1.0184878645058044,0.015921988541625208,0.06314777923184078,-0.02098290368557214,1,0,0,0,0,-3.8930379719598673,38.802228749857385,-8.538593774268325
2020-06-02 13:29:00,-2.0920570052801724,-9.551371937852785,1.4833370524990053,0.02817618859316976,0.01045739054774536,-0.03474894200795756,1,0,0,0,0,19.438844128031832,40.92858748850464,-23.047807769328912
2020-06-02 13:29:30,-1.232141579261028,-7.259332548253732,2.9845064232620233,0.024598773077943614,0.025470741518407967,-0.050248428128689876,1,0,0,0,0,15.391005748450743,27.266700064028523,-6.732600749505141
2020-06-02 13:30:00,-1.5431096441986731,-9.63189440231907,1.5979103124812604,0.018464768389718084,-0.060129119629519064,-0.04233379755091211,1,0,0,0,0,20.964506421861692,44.48086488382753,-8.814610399367165
2020-06-02 13:30:30,-1.752021159226459,-9.60761280929476,1.5325707944161142,0.026820399489721487,-0.003453877389257294,-0.03671317931100796,1,0,0,0,0,16.700153763518234,38.53638471408819,-22.67345425438329
